JOBNAME,PROGNAME,VARIANT,PDEST,PRCOP,PLIST,PRTXT,PRBER
YFCLDAPR,ZFIPP_APPROVAL_RPT,LEGAL CLD,FILP,001,YFCLDAPR_001,FIPP_FOR_CLD,COP
YFCLRCAP,ZFIND_AND_CLEAR_DOCS_CHARGEOFF,CA ALL 220800,MFPR,001,YFCLRCAP_001,,COP
YFCLRFX1,ZFIND_AND_CLEAR_DOCS,FX CLEAR,MFPR,001,YFCLRFX1_001,,
YFCLRFX2,ZFIND_AND_CLEAR_DOCS,FX CLEAR YREND,MFPR,001,YFCLRFX2_001,,
YFCLRNOP,ZFIND_AND_CLEAR_DOCS_CHARGEOFF,NO VAT JV CLR,MFPR,001,YFCLRNOP_001,,COP
YFCLRWTR,ZBLDGLFI,CLEARWATER,MFPR,001,YFCLRWTR_001,,COP
YFCNEVND,RPRAPA00,CN_EMPVEN_NEW,BVMK,001,YFCNEVND_001,,COP
YFCNVYEX,ZFI_SD_CONVEY_EXTRACT,YEAR END,MFPR,001,YFCNVYEX_001,,COP
YFCO88PR,RKO7CO88,0103 PROD ORD,MFPR,001,YFCO88PR_001,,COP
YFCOIN30,ZBLDGLFI,COIN30,SB58,001,YFCOIN30_001,,
YFCOIN32,ZBLDGLFI,COIN32,S033,001,YFCOIN32_001,,
YFCOIN36,ZBLDGLFI,COIN36,S033,001,YFCOIN36_001,,
YFCOIN37,ZFI_AR_OPEN_ITEMS,COIN37,S033,001,YFCOIN37_001,,
YFCONSIG,ZBDCDEL,PIPELINE_TAX,MFPR,001,YFCONSIG_001,,
YFCONSNA,ZBWBCS_ZERO_ACTIVITY,BLANK,DUMY,001,YFCONSNA_001,,
YFCORPCA,ZJV_RXD_BLOCKED_REPORT,CA RPT,MFPR,001,YFCORPCA_001,,
YFCOTAXC,RFIDYYWT,CO_ICA_01,MFPR,001,YFCOTAXC_001,WH TAX Type 06 Code 01,COP
YFCPACTV,ZFI_JVA_CAN_PAY_PROVSN_TVARVC,PRD LOAD,,001,YFCPACTV_001,,COP
YFCPLOAD,ZFI_JVA_CAN_PAY_LOAD_CSE_BPO,PRD LOAD,,001,YFCPLOAD_001,,COP
YFCPNEWP,ZFI_JVA_CAN_PAY_PROVSN_BA_LOAD,PRD RPT,,001,YFCPNEWP_001,,COP
YFCPRPTS,ZFI_JVA_CAN_PAY_BPO_APO_RPT,PRD RPT,,001,YFCPRPTS_001,,COP
YFCPTL48,ZCRA_PO_DRIVER,PRD LOAD HZ,MFPR,001,YFCPTL48_001,,COP
YFCPTRAN,ZCRA_PO_DRIVER,PRD LOAD BF01,,001,YFCPTRAN_001,,COP
YFCPWBSR,ZFI_JVA_CAN_PAY_WBS_RPT,PRD RPT,,001,YFCPWBSR_001,,COP
YFCRDCUS,ZFLBX_KNB1A,YFCUST,MFPR,001,YFCRDCUS_001,,
YFCRDMON,ZAGING,MEX. WKLY GS01,S358,001,YFCRDMON_001,,COP
YFCRDMTH,ZAGING,REPROGRAPHICS,HSCP,001,YFCRDMTH_001,Monthly Aging Report,
YFCSHADJ,ZFPAY_MTH_END_CASH_ADJ,MONTH END,BVMK,001,YFCSHADJ_001,,
YFCSHTXT,ZBLDTEXT,CASH RECLASS,BVMK,001,YFCSHTXT_001,,
YFCURCON,Z_INTERCO_CONVERSION_PULL,TKA US CO'S,MFPR,001,YFCURCON_001,,COP
YFCURCOT,Z_INTERCO_CONVERSION_PULL,US CO'S TEST,MFPR,001,YFCURCOT_001,,COP
YFCVPEMS,ZCVP_WF_AGING_REPORT,EMAILS,MFPR,001,YFCVPEMS_001,,COP
YFCXLGAS,Z_CREATE_GL_FILE_FROM_PI,CXL_GAS,BVMK,001,YFCXLGAS_001,,COP
YFCXLGCA,Z_CREATE_GL_FILE_FROM_PI,CAN CXL_GAS,MFPR,001,YFCXLGCA_001,,COP
YFCXOBDC,RSBDCSUB,YFCXOBDC,MFPR,001,YFCXOBDC_001,,COP
YFCXOMTH,ZCHECK_FOR_JOBRUN,YFCXOMTH,MFPR,001,YFCXOMTH_001,,COP
YFCYG001,Z_CREATE_GL_FILE_FROM_PI,CGVD,BVMC,001,YFCYG001_001,,COP
YFCYG002,ZBLDTEXT,CYBERGRANTS,MFPR,001,YFCYG002_001,,
YFDBSHCR,ZFDBSHCR,,MFPR,001,YFDBSHCR,,
YFDELCEX,ZDELETE_COEXTRACTS,MONTHLY BATCH,MFPR,001,YFDELCEX_001,Delete Extract Management Reports Assess/distr cycles,COP
YFDELREG,ZFI_SAPF110R_WRAPPER,MAIN,,001,YFDELREG_001,,COP
YFDOIEG1,Z_EQUITY_GRP_CLEANUP,CANADA 12 1,BVMK,001,YFDOIEG1_001,,COP
YFDOIEG2,Z_EQUITY_GRP_CLEANUP,CANADA 12 2,BVMK,001,YFDOIEG2_001,,COP
YFDOIGBL,ZDELETE,MASS PARTNER 1,BVMK,001,YFDOIGBL_001,,COP
YFDOIMIC,ZAPPER,ZJV NOA ADD,BVMK,001,YFDOIMIC_001,,COP
YFDOIMJ1,ZUNIXCPY,MASSPART NOA T,BVMK,001,YFDOIMJ1_001,,COP
YFDOIMJ2,ZJOINTOP,MASSPART NOA U,BVMK,001,YFDOIMJ2_001,,COP
YFDOIMJ3,ZJV_CJVJOA,MASSPART NOA T,BVMK,001,YFDOIMJ3_001,,COP
YFDOIMJ4,ZJV_CJVJOA,MASSPART NOA U,BVMK,001,YFDOIMJ4_001,,COP
YFDOIMJO,ZAPPER,ZJOA NOA UPDAT,BVMK,001,YFDOIMJO_001,,COP
YFDOIMJV,ZAPPER,ZJV NOA UDPATE,BVMK,001,YFDOIMJV_001,,COP
YFDOIMPA,ZJOINTOP,MASS PARTNER,BVMK,001,YFDOIMPA_001,,COP
YFDOIMPB,ZJV_CJVJOA,MASS PARTNER,BVMK,001,YFDOIMPB_001,,COP
YFDOIMPC,ZAPPER,ZJVENTUR_ADDMA,BVMK,001,YFDOIMPC_001,,COP
YFDOIMPD,Z_MASS_PARTNER_CHANGE_CHECK,PROD RUN,LOCL,001,YFDOIMPD_001,,COP
YFDOIMPT,ZUNIXCPY,MASSPART JOABU,BVMK,001,YFDOIMPT_001,,COP
YFDOIMPZ,Z_MASS_PARTNER_CHANGE_UNIX,PROD RUN,BVMK,001,YFDOIMPZ_001,,COP
YFDOIST1,ZJOBSTAT,CAN JOA UPD,BVMK,001,YFDOIST1_001,,COP
YFDOIST2,ZJOBSTAT,CAN JV UPD,BVMK,001,YFDOIST2_001,,COP
YFDOIST3,ZJOBSTAT,MASS JOA UPD,BVMK,001,YFDOIST3_001,,COP
YFDOIST5,ZJOBSTAT,CAN OH UPD,BVMK,001,YFDOIST5_001,,COP
YFDRECUR,SAPF040R,MONTHLY,MFPR,001,YFDRECUR_001,,
YFDRTMEL,ZDART_RENAME_FILES,ME LDGRG DEL,BVMK,001,YFDRTMEL_001,,COP
YFDRTMEM,ZDART_RENAME_FILES,ME MAIN DEL,BVMK,001,YFDRTMEM_001,,COP
YFDRTMST,ZDART_RENAME_FILES,MASTER DEL,BVMK,001,YFDRTMST_001,,COP
YFDUPIN2,ZFIDUPIN,AUS DUP,PER4,001,YFDUPIN2_001,Duplicate Invoices Report - AUD,COP
YFDUPIN3,ZFIDUPIN,EFS_DUP INV,,001,YFDUPIN3_001,,COP
YFDUPIN4,ZFIDUPIN,QATAR DUP,LOCL,001,YFDUPIN4_001,Duplicate Invoices Report - QATAR,COP
YFDUPINV,ZFIDUPIN,DUP_INV,SJ41,001,YFDUPINV_001,,COP
YFEBSARV,RFEBKA00,ARVEST,BVMK,001,YFEBSARV_001,EBS - DB,COP
YFEBSAUS,ZGVEBANK,COPI_BOA_NAYF,S014,001,YFEBSAUS_001,,COP
YFEBSBK1,ZGBA_OPENBALANCE_JPMC,BOERF,MFPR,001,YFEBSBK1_001,,COP
YFEBSBOA,ZGBA_OPENBALANCE_DB,BOA,,001,YFEBSBOA_001,,
YFEBSCAD,ZGBA_OPENBALANCE_JPMC,PVDCA,BVMW,001,YFEBSCAD_001,,COP
YFEBSCIT,ZGBA_OPENBALANCE_JPMC,YFEBSCIT,BVMK,001,YFEBSCIT_001,,
YFEBSCP0,ZFEBS_CHECK_CLEAR_JPMC,CHECK PAID TOR,MFPR,001,YFEBSCP0_001,ZFEBS_CHECK_CLEAR_JPMC,COP
YFEBSCP1,ZFEBS_CHECK_CLEAR_JPMC,CHECK PAID CHI,MFPR,001,YFEBSCP1_001,ZFEBS_CHECK_CLEAR_JPMC,COP
YFEBSCP2,ZFEBS_CHECK_CLEAR_JPMC,CHECK PAID NY,MFPR,001,YFEBSCP2_001,ZFEBS_CHECK_CLEAR_JPMC,COP
YFEBSCUD,ZGBA_OPENBALANCE_JPMC,PVDUS,BVMW,001,YFEBSCUD_001,,COP
YFEBSEU2,ZGVEBANK,COPI_BOA_C701,S014,001,YFEBSEU2_001,,
YFEBSEU3,ZGVEBANK,COPI_BOA_CW01,S014,001,YFEBSEU3_001,,
YFEBSEUR,ZGVEBANK,COPI_BOA_40,BVMK,001,YFEBSEUR_001,,
YFEBSMLY,ZEBS_PRE_CHASE_CA,BOA MY EBS,MFPR,001,YFEBSMLY_001,Preprocessor for Electronic Bank Statement - Malaysia,COP
YFEBSMND,ZEBS_PRE_IND,COPI MANDIRI,BVMK,001,YFEBSMND_001,,COP
YFEBSMY2,ZGVEBANK,COPI_BOA_NARO,MFPR,001,YFEBSMY2_001,Preprocessor for Electronic Bank Statement - Malaysia,COP
YFEBSSGP,ZEBS_PRE_IND,COPSG BOA,BVMK,001,YFEBSSGP_001,,
YFEDIAUS,RSEOUT00,AUSTRALIA,S014,001,YFEDIAUS_001,,COP
YFEDIJIB,ZWAIT,ZWAIT_600,S199,001,YFEDIJIB_001,,
YFEDINOR,RSEOUT00,EMEA,S014,001,YFEDINOR_001,,
YFEDISGR,RSEOUT00,SG,S014,001,YFEDISGR_001,,
YFEMSCAN,ZFI_EMS_CA_REMV_PAY_BLOCK,CA ESC LIAB,,001,YFEMSCAN_001,Final Canada Liability Escheatable Report,COP
YFEMSCAP,ZFI_EMS_CA_REMV_PAY_BLOCK,CA ESC REPORT,MFPR,001,YFEMSCAP_001,Preliminary Canada Liability Escheatable Report,COP
YFEMSECA,ZFEMSEXT,EXTRACT_CA_EMS,BVQT,001,YFEMSECA_001,Extract 13 months or older uncashed checks to EMS,COP
YFEMSESC,ZFEMSESC,ZFEMSESC_ESCHE,BVLK,001,YFEMSESC_001,Change void reason from sent to EMS to Escheated to State,COP
YFEMSEXT,ZFEMSEXT,EXTRACT_TO_EMS,MFPR,001,YFEMSEXT_001,Extract 13 months or older uncashed checks to EMS,COP
YFEMSLET,ZFEMSEXT,ESCHEAT LETTER,BVMK,001,YFEMSLET_001,,COP
YFEMSZAP,ZAPPER,ZFEMSEXT_ZAPPE,SJ41,001,YFEMSZAP_001,Mark uncashed checks sent to EMS as voids - RC 17,
YFEMSZCA,ZAPPER,ZFEMSEXT_ZAPCA,SJ41,001,YFEMSZCA_001,Mark uncashed checks sent to EMS as voids - RC 17,
YFENCRP1,Z_ENCRYPT_FILES_IN_DIRECTORY,BOA,MFPR,001,YFENCRP1_001,,COP
YFEPYATE,ZEPAY_ATTACHMENT_FAILED_EMAIL,PRD SEND EMAIL,BVN2,001,YFEPYATE_001,,COP
YFEPYBAP,ZEPAY_BUILD_APPROVERS,,MFPR,001,YFEPYBAP_001,E-PAYABLES Refresh table ZEPAY_APPROVERS.,
YFEPYBCT,ZEPAY_PREPOST,PREPOST JH01,MFPR,001,YFEPYBCT_001,EPayables PrePosting Validations Run,
YFEPYBGA,ZEPAY_PREPOST,NIGHTLY ALASKA,MFPR,001,YFEPYBGA_001,EPayables PrePosting Validations Run for Alaska,
YFEPYBGC,ZEPAY_PREPOST,NIGHTLY CANADA,MFPR,001,YFEPYBGC_001,EPayables PrePosting Validations Run for CANADA,
YFEPYBGH,ZEPAY_PREPOST,NIGHTLY HZ,MFPR,001,YFEPYBGH_001,EPayables PrePosting Validations Run for HZ,
YFEPYBGN,ZEPAY_PREPOST,NIGHTLY BATCH,MFPR,001,YFEPYBGN_001,EPayables PrePosting Validations Run,
YFEPYBGR,ZEPAY_PREPOST,NIGHTLY RZ,MFPR,001,YFEPYBGH_001,EPayables PrePosting Validations Run for RZ,
YFEPYBOF,ZEPAY_PREPOST,PRPOST_OBF,S120,001,YFEPYBOF_001,Prepost for Outbound Freight,
YFEPYCAN,ZSBATCH_JOB_CHECK,,,001,YFEPYCAN_001,,COP
YFEPYCTA,ZSBATCH_JOB_CHECK,,LOCL,001,YFEPYCTA_001,,COP
YFEPYDIS,ZEPAY_EMAIL_DISAPPROVED,PRDRUN VARIANT,LP01,001,YFEPYDIS_001,,COP
YFEPYGAT,ZEPAY_GATELOG_RECYCLE_REPORT,,S120,001,YFEPYGAT_001,Email Gatelog Errors,
YFEPYGRE,ZEPAY_GOODS_RECEIPT_HOLD_EMAIL,PRD-SEND,BVMC,001,YFEPYGRE_001,,
YFEPYID1,ZEPAY_EMAIL_NOTIFICATION,ID_PAST_DUE,LOCL,001,YFEPYID1_001,,COP
YFEPYIDD,ZEPAY_EMAIL_NOTIFICATION,OPEN,BVMN,001,YFEPYIDD_001,,
YFEPYIP2,ZSBATCH_JOB_CHECK,,BVMM,001,YFEPYIP2_001,,COP
YFEPYIP3,ZSBATCH_JOB_CHECK,,BVMM,001,YFEPYIP3_001,,COP
YFEPYIP4,ZSBATCH_JOB_CHECK,,BVMM,001,YFEPYIP4_001,,COP
YFEPYIP5,ZSBATCH_JOB_CHECK,,BVMM,001,YFEPYIP5_001,,COP
YFEPYIP6,ZSBATCH_JOB_CHECK,,BVMM,001,YFEPYIP6_001,,COP
YFEPYIVP,ZSBATCH_JOB_CHECK,,BVMM,001,YFEPYIVP_001,,COP
YFEPYLEM,ZEPAY_LIMITS_EXCEEDED_EMAIL,PRD-SEND,BVOW,001,YFEPYLEM_001,,
YFEPYLPO,ZEPAY_POSTLIV,LARGEPOHIST,BVN2,001,YFEPYLPO_001,,COP
YFEPYMAN,ZEPAY_PREPOST,MANUAL_INVOICE,S120,001,YFEPYMAN_001,Preposting job for manual invoices (hourly),
YFEPYPRP,ZEPAY_PREPROCESS,ZEPAY_PPBATCH,MFPR,001,YFEPYPRP_001,EPayables PreProcessor Run,
YFEPYPSL,ZSBATCH_JOB_CHECK,,MFPR,001,YFEPYPSL_001,Epayables Service Entry Creation Run,COP
YFEPYREC,ZEPAY_RECORD_CLEANUP,DAILY,BVNC,001,YFEPYREC_001,,COP
YFEPYWFC,ZEPAY_CHECK_WORKFLOW,APPRVWR_UPDATE,S120,001,YFEPYWFC_001,Create/Terminate ePayables workflows when required,
YFETTSYN,ZETT_SYNC_MANUAL_LICENSE_TEXT,CREATE CERTS,BVMK,001,YFETTSYN_001,,COP
YFETTTXJ,ZETT_CUST_ADDR_CHG_LOG,SELECT CHANGES,BVMK,001,YFETTTXJ_001,,COP
YFEUNET1,ZBLDGLFI,OEA NETS 1,BVMC,001,YFEUNET1_001,,COP
YFEUNET2,ZBLDGLFI,OEA NETS 2,BVMC,001,YFEUNET2_001,,COP
YFEUNET3,ZBLDGLFI,OEA NETS 3,BVMC,001,YFEUNET3_001,,COP
YFEUNET4,ZBLDGLFI,OEA NETS 4,BVMC,001,YFEUNET4_001,,COP
YFEUNET5,ZBLDGLFI,OEA NETS 5,BVMC,001,YFEUNET5_001,,COP
YFEUNET6,ZBLDGLFI,OEA NETS 6,BVMC,001,YFEUNET6_001,,COP
YFEUNET7,ZBLDGLFI,OEA NETS 7,BVMC,001,YFEUNET7_001,,COP
YFEUNET8,ZBLDGLFI,OEA NETS 8,BVMC,001,YFEUNET8_001,,COP
YFEUNET9,ZBLDGLFI,OEA NETS 9,BVMC,001,YFEUNET9_001,,COP
YFEUNETA,ZBLDGLFI,OEA NETS A,BVMC,001,YFEUNETA_001,,COP
YFEUNETF,ZDELETE,OEA NETS,BVMK,001,YFEUNETF_001,,COP
YFEVAC48,ZEPPS_ACCRETION,ENV ACCRE 48,MFPR,001,YFEVAC48_001,,COP
YFEVACCA,ZEPPS_ACCRETION,ENV ACCRE CA,MFPR,001,YFEVACCA_001,,COP
YFEVAM48,ZEPPS_AMORTIZATION,ENV AMORT 48,MFPR,001,YFEVAM48_001,,COP
YFEVCR48,ZEPPS_CLEAR_AND_ROLLOVER,ENV ROLL 48,MFPR,001,YFEVCR48_001,,COP
YFEVCRCA,ZEPPS_CLEAR_AND_ROLLOVER,ENV ROLL CA,MFPR,001,YFEVCRCA_001,,COP
YFEVCZ48,ZEPPS_CLEAR_ZERO_BALANCE_SITE,ENV ZERO 48,MFPR,001,YFEVCZ48_001,,COP
YFEVCZCA,ZEPPS_CLEAR_ZERO_BALANCE_SITE,ENV ZERO CA,MFPR,001,YFEVCZCA_001,,COP
YFEVRE48,ZEPPS_RECEIVABLES,ENV REC PRE 48,MFPR,001,YFEVRE48_001,,COP
YFEVSR48,ZEPPS_SPEND_REVERSAL,ENV SP REV 48,MFPR,001,YFEVSR48_001,,COP
YFEXCP01,AQ10CF==========Z_EXCEPT01====,PREV_MONTH,BVLU,001,YFEXCP01_001,,SHRPY_10
YFEXCP02,AQ10CF==========Z_EXCEPT02====,PREV_MONTH,BVLU,001,YFEXCP02_001,,SHRPY_10
YFEXRTBK,ZREFORMAT_EXCH_RATES_FOR_UPLD,BOOKING RATES,MFPR,001,YFEXRTBK_001,,
YFEXRTME,ZREFORMAT_EXCH_RATES_FOR_UPLD,MONTHEND RATES,MFPR,001,YFEXRTME_001,,
YFFAILUP,ZFI_UPDT_FAIL_NOTIF,PRD SUPPORT,DUMY,001,YFFAILUP_001,,COP
YFFCEXRT,ZEPM_FX_EXTRACT,BOOKING RATES,MFPR,001,YFFCEXRT_001,,COP
YFFCJS01,ZEPM_STATU_ZZJVT_PULL,CURR YR MO 01,MFPR,001,YFFCJS01_001,,COP
YFFCJS02,ZEPM_STATU_ZZJVT_PULL,CURR YR MO 02,MFPR,001,YFFCJS02_001,,COP
YFFCJS03,ZEPM_STATU_ZZJVT_PULL,CURR YR MO 03,MFPR,001,YFFCJS03_001,,COP
YFFCJS04,ZEPM_STATU_ZZJVT_PULL,CURR YR MO 04,MFPR,001,YFFCJS04_001,,COP
YFFCJS05,ZEPM_STATU_ZZJVT_PULL,CURR YR MO 05,MFPR,001,YFFCJS05_001,,COP
YFFCJS06,ZEPM_STATU_ZZJVT_PULL,CURR YR MO 06,MFPR,001,YFFCJS06_001,,COP
YFFCJS07,ZEPM_STATU_ZZJVT_PULL,CURR YR MO 07,MFPR,001,YFFCJS07_001,,COP
YFFCJS08,ZEPM_STATU_ZZJVT_PULL,CURR YR MO 08,MFPR,001,YFFCJS08_001,,COP
YFFCJS09,ZEPM_STATU_ZZJVT_PULL,CURR YR MO 09,MFPR,001,YFFCJS09_001,,COP
YFFCJS10,ZEPM_STATU_ZZJVT_PULL,CURR YR MO 10,MFPR,001,YFFCJS10_001,,COP
YFFCJS11,ZEPM_STATU_ZZJVT_PULL,CURR YR MO 11,MFPR,001,YFFCJS11_001,,COP
YFFCJS12,ZEPM_STATU_ZZJVT_PULL,CURR YR MO 12,MFPR,001,YFFCJS12_001,,COP
YFFCJSEX,ZEPM_STATU_ZZJVT_PULL,MONTHEND,MFPR,001,YFFCJSEX_001,,COP
YFFCJSPD,ZEPM_STATU_ZZJVT_PULL,PREV YR MO 12,MFPR,001,YFFCJSPD_001,,COP
YFFCS1FC,ZEPM_S1PULL,MONTHEND_EC,MFPR,001,YFFCS1FC_001,,COP
YFFCS1GC,ZEPM_S1PULL,MONTHEND_GC,MFPR,001,YFFCS1GC_001,,COP
YFFCZJGC,ZEPM_ZJPULL,MONTHEND_GC,MFPR,001,YFFCZJGC_001,,COP
YFFCZS01,ZEPM_STATU_ZZGLT_PULL,CURR YR MO 01,MFPR,001,YFFCZS01_001,,COP
YFFCZS02,ZEPM_STATU_ZZGLT_PULL,CURR YR MO 02,MFPR,001,YFFCZS02_001,,COP
YFFCZS03,ZEPM_STATU_ZZGLT_PULL,CURR YR MO 03,MFPR,001,YFFCZS03_001,,COP
YFFCZS04,ZEPM_STATU_ZZGLT_PULL,CURR YR MO 04,MFPR,001,YFFCZS04_001,,COP
YFFCZS05,ZEPM_STATU_ZZGLT_PULL,CURR YR MO 05,MFPR,001,YFFCZS05_001,,COP
YFFCZS06,ZEPM_STATU_ZZGLT_PULL,CURR YR MO 06,MFPR,001,YFFCZS06_001,,COP
YFFCZS07,ZEPM_STATU_ZZGLT_PULL,CURR YR MO 07,MFPR,001,YFFCZS07_001,,COP
YFFCZS08,ZEPM_STATU_ZZGLT_PULL,CURR YR MO 08,MFPR,001,YFFCZS08_001,,COP
YFFCZS09,ZEPM_STATU_ZZGLT_PULL,CURR YR MO 09,MFPR,001,YFFCZS09_001,,COP
YFFCZS10,ZEPM_STATU_ZZGLT_PULL,CURR YR MO 10,MFPR,001,YFFCZS10_001,,COP
YFFCZS11,ZEPM_STATU_ZZGLT_PULL,CURR YR MO 11,MFPR,001,YFFCZS11_001,,COP
YFFCZS12,ZEPM_STATU_ZZGLT_PULL,CURR YR MO 12,MFPR,001,YFFCZS12_001,,COP
YFFCZSEX,ZEPM_STATU_ZZGLT_PULL,MONTHEND,MFPR,001,YFFCZSEX_001,,COP
YFFCZSPD,ZEPM_STATU_ZZGLT_PULL,PREV YR MO 12,MFPR,001,YFFCZSPD_001,,COP
YFFERCAN,RABEST01,FERC_SUMBY_CC,MFPR,001,YFFERCAN_001,,
YFFERCMO,RFBILA00,FERC_B501,MFPR,001,YFFERCMO_001,,
YFFIPPFX,ZFIPP_FX_FLUCTUATION_RPT,STANDARD,MFPR,001,YFFIPPFX_001,,COP
YFFROHAK,RKAZKGI4,AK FREIGHT OH,MFPR,001,YFFROHAK_001,,
YFFROHAT,RKAZKGI4,AK FRT OH TEST,MFPR,001,YFFROHAT_001,,
YFFXBDCD,ZBDCDEL,SAPF100,MFPR,001,ZBDCDEL_JBL,,
YFFXF161,SAPF100,PPCO ME FOR,MFPR,001,YFFXF161_001,,COP
YFFXF163,SAPF100,PPCO ME JV FOR,MFPR,001,YFFXF163_001,,COP
YFFXF164,SAPF100,PPCO IN CUS FR,MFPR,001,YFFXF164_001,,COP
YFFXF166,SAPF100,PPCO IN VEN FR,MFPR,001,YFFXF166_001,,COP
YFFXF167,SAPF100,PPCO INCS USDF,MFPR,001,YFFXF167_001,,COP
YFFXF168,SAPF100,PPCO INVN USDF,MFPR,001,YFFXF168_001,,COP
YFFXF171,SAPF100,PPCO ME USD F,MFPR,001,YFFXF171_001,,COP
YFFXF172,SAPF100,PPCO CUSTOMER,MFPR,001,YFFXF172_001,,COP
YFFXF173,SAPF100,PPCO MONTHEND1,MFPR,001,YFFXF173_001,,COP
YFFXF174,SAPF100,PPCO W VENDOR,MFPR,001,YFFXF174_001,,COP
YFFXF178,SAPF100,PPCO US JV VN,MFPR,001,YFFXF178_001,,COP
YFFXMANL,SAPF100,LATE ICCL USCO,MFPR,001,YFFXMANL_001,,
YFFXQL01,SAPF100,APLN GLGC USDF,MFPR,001,YFFXQL01_001,,COP
YFFXRX01,ZJV_RXD_BLOCKED_REPORT,NO UNBLK,MFPR,001,YFFXRX01_001,,
YFFXRX48,ZJV_RXD_BLOCKED_REPORT,48 UNBLK,MFPR,001,YFFXRX48_001,,
YFFXRXAK,ZJV_RXD_BLOCKED_REPORT,AK UNBLK,MFPR,001,YFFXRXAK_001,,
YFFXRXCA,ZJV_RXD_BLOCKED_REPORT,CA UNBLK,MFPR,001,YFFXRXCA_001,,
YFFXRXEA,ZJV_RXD_BLOCKED_REPORT,EA UNBLK,MFPR,001,YFFXRXEA_001,,COP
YFFXRXIE,ZJV_RXD_BLOCKED_REPORT,IE UNBLK,MFPR,001,YFFXRXIE_001,,
YFFXRXK1,ZJV_RXD_BLOCKED_REPORT,CN UNBLK,MFPR,001,YFFXRXK1_001,,
YFFXRXMS,ZJV_RXD_BLOCKED_REPORT,MS VE UNBLK,MFPR,001,YFFXRXMS_005,,
YFFXRXQL,ZJV_RXD_BLOCKED_REPORT,QL UNBLK,MFPR,001,YFFXRXQL_001,,COP
YFFXRXSG,ZJV_RXD_BLOCKED_REPORT,SG UNBLK,MFPR,001,YFFXRXSG_001,,COP
YFFXT0PA,RTPM_SLD_ASYNC_POST,POST FIX TRANS,MFPR,001,YFFXT0PA_001,,
YFFXT0TA,RTPM_SLD_ASYNC_POST,TEST FIX TRANS,MFPR,001,YFFXT0TA_001,,
YFFXT1PA,RTPM_GET_NPVS_FOR_VTVBAR,21G-USDF TO GC,MFPR,001,YFFXT1PA_001,,
YFFXT1TA,RTPM_GET_NPVS_FOR_VTVBAR,21G-USDF TO GC,MFPR,001,YFFXT1TA_001,,
YFFXT1TE,RTPM_GET_NPVS_FOR_VTVBAR,21G-USDF TO GC,MFPR,001,YFFXT1TE_001,,
YFFXT4PA,RTPM_ACCRUAL_DEFERRAL,POST ACCR/DEF,MFPR,001,YFFXT4PA_001,,
YFFXT4TA,RTPM_ACCRUAL_DEFERRAL,TEST INVESTMNT,MFPR,001,YFFXT4TA_001,,
YFFXT8PA,RTPM_TRL_TRANS_FIX,POST REALIZED,MFPR,001,YFFXT8PA_001,,
YFFXT8TA,RTPM_TRL_TRANS_FIX,TEST EXT DEBT,MFPR,001,YFFXT8TA_001,,
YFFXUX02,ZSUB_JVPGM,YFFXUX02,MFPR,001,YFFXUX02_001,,
YFFXUXBD,ZSUB_JVPGM,YFFXUXBD,MFPR,001,YFFXUXBD_001,,
YFFXUXE1,ZSUB_JVPGM,YFFXUXE1,MFPR,001,YFFXUXE1_001,,COP
YFFXUXEA,ZSUB_JVPGM,YFFXUXEA,MFPR,001,YFFXUXEA_001,,COP
YFFXUXI2,ZSUB_JVPGM,YFFXUXI2 1,MFPR,001,YFFXUXI2_001,,
YFFXUXIE,ZSUB_JVPGM,YFFXUXIE GL1,MFPR,001,YFFXUXIE_001,,
YFFXUXK1,ZSUB_JVPGM,YFFXUXK1,MFPR,001,YFFXUXK1_001,,
YFFXUXK5,ZSUB_JVPGM,YFFXUXK5,MFPR,001,YFFXUXK5_001,,
YFFXUXQL,ZSUB_JVPGM,YFFXUXQL,MFPR,001,YFFXUXQL_001,,COP
YFFXUXS2,ZSUB_JVPGM,YFFXUXS2,MFPR,001,YFFXUXS2_001,,COP
YFFXUXSG,ZSUB_JVPGM,YFFXUXSG,MFPR,001,YFFXUXSG_001,,COP
YFFXW061,SAPF100,NOPN TRANSL PL,MFPR,001,YFFXW061_001,,COP
YFFXW071,SAPF100,NOPN TRANSL BS,MFPR,001,YFFXW071_001,,COP
YFFXW072,SAPF100,PPCO TRANSL VE,MFPR,001,YFFXW072_001,,COP
YFFXW073,SAPF100,PPCO TRANSL CU,MFPR,001,YFFXW073_001,,COP
YFFXW075,SAPF100,PPCO TRANSL O2,MFPR,001,YFFXW075_001,,COP
YFFXW076,SAPF100,PPCO TRANSL O3,MFPR,001,YFFXW076_001,,COP
YFFXW161,SAPF100,NOPN GLLC FOR,MFPR,001,YFFXW161_001,,COP
YFFXW171,SAPF100,NOPN GLGC USDF,MFPR,001,YFFXW171_001,,COP
YFFXW172,SAPF100,NOPN GLLC USCO,MFPR,001,YFFXW172_001,,COP
YFGBADEL,ZGBA_OPENBALANCE_DELETE,,BVMK,001,YFGBADEL_001,,
YFGLAKRV,ZBLDGLFI,OEA GL REV AK,ZA2R,001,YFGLAKRV_001,Reformat Oracle Energy Revenue GL Data - Alaska,
YFGLLEFT,ZBLDGLFI,OEA GL LANDEFT,MFPR,001,YFGLLEFT_001,Reformant Oracle Energy Land GL Data,
